Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Dragon Ranger Gaming,jett,2,0,2
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Dragon Ranger Gaming,killjoy,2,0,2
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Dragon Ranger Gaming,harbor,2,0,2
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,FunPlus Phoenix,reyna,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Titan Esports Club,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Titan Esports Club,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Titan Esports Club,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Titan Esports Club,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Titan Esports Club,kayo,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,All Gamers,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,All Gamers,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,All Gamers,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,All Gamers,kayo,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,All Gamers,harbor,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Wolves Esports,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Wolves Esports,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Wolves Esports,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Wolves Esports,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Icebox,Wolves Esports,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Dragon Ranger Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Dragon Ranger Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Dragon Ranger Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Dragon Ranger Gaming,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Dragon Ranger Gaming,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Trace Esports,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Trace Esports,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Trace Esports,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Trace Esports,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Trace Esports,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Bilibili Gaming,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Titan Esports Club,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Titan Esports Club,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Titan Esports Club,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Titan Esports Club,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 2,Split,Titan Esports Club,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Nova Esports,omen,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Nova Esports,sova,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Nova Esports,jett,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Nova Esports,killjoy,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Nova Esports,breach,0,2,2
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Wolves Esports,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Wolves Esports,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Wolves Esports,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Wolves Esports,kayo,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Wolves Esports,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Trace Esports,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Trace Esports,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Trace Esports,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Trace Esports,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Trace Esports,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,fade,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,FunPlus Phoenix,yoru,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,TYLOO,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,TYLOO,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,TYLOO,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,TYLOO,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,TYLOO,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,EDward Gaming,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,EDward Gaming,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,EDward Gaming,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,EDward Gaming,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,EDward Gaming,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Titan Esports Club,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Titan Esports Club,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Titan Esports Club,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Titan Esports Club,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Ascent,Titan Esports Club,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Nova Esports,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Nova Esports,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Nova Esports,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Nova Esports,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Nova Esports,fade,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Wolves Esports,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Wolves Esports,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Wolves Esports,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Wolves Esports,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Wolves Esports,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Trace Esports,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Trace Esports,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Trace Esports,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Trace Esports,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Trace Esports,fade,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,FunPlus Phoenix,astra,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,Bilibili Gaming,fade,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,All Gamers,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,All Gamers,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,All Gamers,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,All Gamers,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Lotus,All Gamers,fade,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Dragon Ranger Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Dragon Ranger Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Dragon Ranger Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Dragon Ranger Gaming,brimstone,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Dragon Ranger Gaming,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,JD Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,JD Gaming,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,JD Gaming,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,JD Gaming,brimstone,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,JD Gaming,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,brimstone,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,Bilibili Gaming,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,All Gamers,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,All Gamers,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,All Gamers,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,All Gamers,brimstone,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Bind,All Gamers,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,Dragon Ranger Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,Dragon Ranger Gaming,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,Dragon Ranger Gaming,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,Dragon Ranger Gaming,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,Dragon Ranger Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,JD Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,JD Gaming,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,JD Gaming,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,JD Gaming,harbor,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Breeze,JD Gaming,yoru,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Nova Esports,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Nova Esports,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Nova Esports,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Nova Esports,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Nova Esports,chamber,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Dragon Ranger Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Dragon Ranger Gaming,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Dragon Ranger Gaming,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,Dragon Ranger Gaming,harbor,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,JD Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,JD Gaming,jett,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,JD Gaming,killjoy,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,JD Gaming,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,JD Gaming,harbor,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,TYLOO,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,TYLOO,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,TYLOO,jett,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,TYLOO,killjoy,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Icebox,TYLOO,kayo,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,EDward Gaming,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,EDward Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,EDward Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,EDward Gaming,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,EDward Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,Titan Esports Club,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,Titan Esports Club,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,Titan Esports Club,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,Titan Esports Club,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 3,Sunset,Titan Esports Club,breach,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,breach,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Bilibili Gaming,fade,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Titan Esports Club,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Titan Esports Club,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Titan Esports Club,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Titan Esports Club,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Titan Esports Club,breach,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,TYLOO,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,TYLOO,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,TYLOO,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,TYLOO,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,TYLOO,breach,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Wolves Esports,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Wolves Esports,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Wolves Esports,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Wolves Esports,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Wolves Esports,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Trace Esports,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Trace Esports,omen,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Trace Esports,sova,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Trace Esports,cypher,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Trace Esports,breach,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Dragon Ranger Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Dragon Ranger Gaming,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Dragon Ranger Gaming,sova,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Dragon Ranger Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Sunset,Dragon Ranger Gaming,breach,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,cypher,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Bilibili Gaming,brimstone,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Titan Esports Club,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Titan Esports Club,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Titan Esports Club,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Titan Esports Club,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Titan Esports Club,brimstone,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,viper,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,kayo,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,FunPlus Phoenix,brimstone,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,EDward Gaming,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,EDward Gaming,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,EDward Gaming,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,EDward Gaming,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,EDward Gaming,brimstone,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,All Gamers,viper,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,All Gamers,raze,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,All Gamers,skye,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,All Gamers,gekko,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,All Gamers,brimstone,0,1,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Nova Esports,raze,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Nova Esports,omen,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Nova Esports,skye,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Nova Esports,gekko,1,0,1
Champions Tour 2024: China Stage 1,Regular Season,Week 4,Bind,Nova Esports,breach,1,0,1
